G571 	BJ	CQ	9:22	20:48	924  
G529 	BJ	CS	7:08	14:47	649  
G71  	BJ	CS	7:27	14:26	649  
G403 	BJ	CS	8:00	13:38	649  
G83  	BJ	CS	8:55	14:38	649  
G81  	BJ	CS	9:00	14:43	649  
G421 	BJ	CS	9:05	16:09	649  
G79  	BJ	CS	10:00	15:38	649  
G405 	BJ	CS	10:05	16:36	649  
G65  	BJ	CS	10:33	17:29	649  
G401 	BJ	CS	11:43	18:46	649  
G67  	BJ	CS	12:13	19:29	649  
G533 	BJ	CS	13:01	18:41	649  
G69  	BJ	CS	13:06	19:53	649  
G503 	BJ	CS	14:41	21:14	649  
G505 	BJ	CS	15:40	22:32	649  
G355 	BJ	HF	8:40	13:36	427  
G263 	BJ	HF	8:45	13:12	427  
G27  	BJ	HF	9:45	13:53	427  
G323 	BJ	HF	10:10	14:56	427  
G301 	BJ	HF	10:30	15:27	427  
G325 	BJ	HF	12:05	16:48	427  
G303 	BJ	HF	12:30	17:18	427  
G23  	BJ	HF	13:00	16:44	427  
G161 	BJ	HF	15:15	20:01	427  
G351 	BJ	HF	15:30	20:16	427  
G29  	BJ	HF	16:00	19:35	427  
G267 	BJ	HF	17:31	22:30	427  
G269 	BJ	HF	19:15	23:39	427  
G19  	BJ	HZ	8:00	12:38	538  
G55  	BJ	HZ	8:10	13:53	538  
G165 	BJ	HZ	8:30	13:24	538  
G41  	BJ	HZ	9:15	15:48	538  
G33  	BJ	HZ	9:40	15:40	538  
G163 	BJ	HZ	10:45	17:13	538  
G31  	BJ	HZ	11:00	15:35	538  
G167 	BJ	HZ	12:45	18:38	538  
G59  	BJ	HZ	13:40	19:27	538  
G43  	BJ	HZ	14:05	20:47	538  
G35  	BJ	HZ	15:10	20:55	538  
G45  	BJ	HZ	15:25	21:23	538  
G37  	BJ	HZ	16:05	22:07	538  
G39  	BJ	HZ	19:04	23:22	538  
G21  	BJ	JN	19:08	20:30	184  
G269 	BJ	JN	19:15	21:01	184  
G207 	BJ	JN	19:30	21:18	184  
G333 	BJ	JN	19:55	21:55	184  
G341 	BJ	JN	20:20	22:07	184  
G337 	BJ	JN	21:00	22:54	184  
G37  	BJ	NJ	16:05	20:40	443  
G169 	BJ	NJ	16:40	21:11	443  
G151 	BJ	NJ	16:45	21:35	443  
G153 	BJ	NJ	17:16	21:43	443  
G203 	BJ	NJ	18:35	23:10	443  
G39  	BJ	NJ	19:04	22:17	443  
G21  	BJ	NJ	19:08	22:31	443  
G5   	BJ	SH	7:00	11:40	553  
G105 	BJ	SH	7:20	13:08	553  
G143 	BJ	SH	7:50	13:12	553  
G107 	BJ	SH	8:05	13:46	553  
G111 	BJ	SH	8:35	14:22	553  
G113 	BJ	SH	8:50	14:33	553  
G1   	BJ	SH	9:00	13:28	553  
G41  	BJ	SH	9:15	14:49	553  
G115 	BJ	SH	9:20	14:59	553  
G117 	BJ	SH	9:25	15:37	553  
G7   	BJ	SH	10:00	14:28	553  
G119 	BJ	SH	10:05	15:47	553  
G121 	BJ	SH	10:20	16:25	553  
