G672 	XA	BJ	09:11	15:11	515  
G26  	XA	BJ	09:18	13:50	515  
G656 	XA	BJ	10:03	15:33	515  
G350 	XA	BJ	10:18	14:46	515  
G660 	XA	BJ	11:13	16:51	515  
G658 	XA	BJ	12:44	18:26	515  
G430 	XA	BJ	13:15	18:53	515  
G88  	XA	BJ	13:30	17:55	515  
G574 	XA	BJ	14:09	19:53	515  
G664 	XA	BJ	14:38	20:20	515  
G674 	XA	BJ	17:21	23:10	515  
G668 	XA	BJ	17:35	22:48	515  
G670 	XA	BJ	17:59	23:29	515  
G90  	XA	BJ	18:24	22:52	515  
G1896	XA	HZ	08:40	16:23	758  
G1884	XA	HZ	13:40	20:32	758  
G1876	XA	HZ	15:23	22:58	758  
G1880	XA	HF	16:26	22:20	530  
G2052	XA	JN	08:35	14:56	520  
G1840	XA	JN	12:03	19:29	520  
G1856	XA	JN	12:56	19:18	520  
G2096	XA	JN	13:35	19:34	520  
G1836	XA	JN	13:45	20:05	520  
G2088	XA	JN	14:26	20:22	520  
G1834	XA	JN	15:28	21:52	520  
G1832	XA	JN	16:59	23:07	520  
G1914	XA	NJ	06:26	11:59	540  
G1900	XA	NJ	07:30	13:16	540  
G1896	XA	NJ	08:40	14:43	540  
G362 	XA	NJ	08:49	13:34	540  
G1918	XA	NJ	09:23	15:08	540  
G1922	XA	NJ	10:23	16:05	540  
G1926	XA	NJ	12:25	18:00	540  
G1884	XA	NJ	13:40	19:04	540  
G1972	XA	NJ	13:56	19:54	540  
G1976	XA	NJ	14:57	20:55	540  
G1888	XA	NJ	16:14	22:00	540  
G1914	XA	SH	06:26	13:41	669  
G362 	XA	SH	08:49	14:45	669  
G1918	XA	SH	09:23	16:45	669  
G1922	XA	SH	10:23	17:38	669  
G1926	XA	SH	12:25	19:47	669  
G1972	XA	SH	13:56	21:26	669  
G1976	XA	SH	14:57	22:25	669  
G1938	XA	SH	15:13	21:46	669  
G1942	XA	SH	15:50	23:23	669  
G1712	XA	SJ	08:15	12:30	408  
G2052	XA	SJ	08:35	13:02	408  
G672 	XA	SJ	09:11	13:41	408  
G26  	XA	SJ	09:18	12:39	408  
G656 	XA	SJ	10:03	14:10	408  
G350 	XA	SJ	10:18	13:34	408  
G660 	XA	SJ	11:13	15:32	408  
G1294	XA	SJ	11:18	15:36	408  
G1840	XA	SJ	12:03	16:34	408  
G658 	XA	SJ	12:44	17:04	408  
G2096	XA	SJ	13:35	17:31	408  
G574 	XA	SJ	14:09	18:18	408  
G2088	XA	SJ	14:26	18:30	408  
G1702	XA	SJ	14:31	18:50	408  
G664 	XA	SJ	14:38	18:56	408  
G666 	XA	SJ	16:00	20:03	408  
G428 	XA	SJ	16:21	20:17	408  
G1922	XA	SZ	10:23	17:13	636  
G1972	XA	SZ	13:56	21:00	636  
G1976	XA	SZ	14:57	22:00	636  
G1938	XA	SZ	15:13	21:21	636  
G1294	XA	TJ	11:18	17:23	520  
G1282	XA	TJ	13:09	19:04	520  
G1702	XA	TJ	14:31	20:40	520  
G1710	XA	TJ	16:39	22:45	520  
G2390	XA	WH	07:16	12:34	454  
G820 	XA	WH	09:35	14:23	454  
G98  	XA	WH	09:57	13:48	454  
G862 	XA	WH	10:28	15:19	454  
G866 	XA	WH	10:38	15:32	454  
G824 	XA	WH	11:03	15:37	454  
G834 	XA	WH	11:30	16:03	454  
G642 	XA	WH	11:58	16:27	454  
G838 	XA	WH	12:32	16:57	454  
G828 	XA	WH	12:39	17:25	454  
G858 	XA	WH	15:18	19:48	454  
G1914	XA	XZ	06:26	10:29	388  
G1900	XA	XZ	07:30	11:44	388  
G1844	XA	XZ	07:42	12:32	388  
G1896	XA	XZ	08:40	13:21	388  
G362 	XA	XZ	08:49	12:13	388  
G1918	XA	XZ	09:23	13:38	388  
G1922	XA	XZ	10:23	14:36	388  
G1904	XA	XZ	10:57	15:02	388  
G4292	XA	XZ	11:48	16:19	388  
G1926	XA	XZ	12:25	16:29	388  
G1972	XA	XZ	13:56	18:13	388  
G1976	XA	XZ	14:57	19:11	388  
G1938	XA	XZ	15:13	18:46	388  
G1876	XA	XZ	15:23	19:27	388  
G1834	XA	XZ	15:28	20:12	388  
G1888	XA	XZ	16:14	20:30	388  
G1880	XA	XZ	16:26	20:35	388  
G98  	XA	CS	09:57	15:11	587  
G866 	XA	CS	10:38	17:00	587  
G824 	XA	CS	11:03	17:06	587  
G834 	XA	CS	11:30	17:39	587  
G838 	XA	CS	12:32	18:29	587  
G828 	XA	CS	12:39	19:05	587  
G842 	XA	CS	13:20	19:15	587  
G846 	XA	CS	13:50	20:12	587  
G2390	XA	ZZ	07:16	09:25	239  
G1900	XA	ZZ	07:30	09:50	239  
G1844	XA	ZZ	07:42	10:24	239  
G652 	XA	ZZ	07:52	09:58	239  
G2002	XA	ZZ	08:10	10:29	239  
G1712	XA	ZZ	08:15	10:34	239  
G2052	XA	ZZ	08:35	10:51	239  
G1896	XA	ZZ	08:40	11:20	239  
G1918	XA	ZZ	09:23	11:42	239  
G820 	XA	ZZ	09:35	11:59	239  
G98  	XA	ZZ	09:57	11:47	239  
G656 	XA	ZZ	10:03	12:22	239  
G350 	XA	ZZ	10:18	12:08	239  
G862 	XA	ZZ	10:28	12:35	239  
G866 	XA	ZZ	10:38	12:51	239  
D1701	XA	CQ	08:13	13:20	409  
D1971	XA	CQ	08:32	13:44	409  
G2853	XA	CQ	09:45	15:13	409  
D1979	XA	CQ	12:03	17:07	409  
D1955	XA	CQ	12:08	17:16	409  
D1983	XA	CQ	12:53	18:05	409  
G1831	XA	CQ	13:23	19:16	409  
G2215	XA	CQ	13:41	19:23	409  
D1959	XA	CQ	13:48	18:59	409  
G1709	XA	CQ	14:22	19:39	409  
D1963	XA	CQ	15:48	20:56	409  
D1705	XA	CQ	16:10	21:02	409  
G1835	XA	CQ	17:00	22:28	409  
G2231	XA	CQ	17:06	22:56	409  
D1991	XA	CQ	17:47	22:54	409  
