G562 	SJ	BJ	11:10	12:32	128  
G564 	SJ	BJ	11:40	13:14	128  
G652 	SJ	BJ	12:01	13:27	128  
D1621	SJ	JN	07:32	10:08	114  
D1611	SJ	JN	08:00	10:28	114  
D1623	SJ	JN	08:22	11:04	114  
D1601	SJ	JN	08:59	11:22	114  
G2071	SJ	JN	10:09	12:04	114  
D1631	SJ	JN	10:30	13:08	114  
G2077	SJ	JN	11:18	13:36	114  
G2053	SJ	JN	13:06	14:56	114  
D1603	SJ	JN	14:23	16:38	114  
G1861	SJ	JN	14:29	16:51	114  
G53  	SJ	JN	15:49	17:33	114  
G2057	SJ	JN	16:26	18:34	114  
D1625	SJ	JN	16:35	19:12	114  
G1841	SJ	JN	16:42	19:29	114  
G2093	SJ	JN	17:35	19:34	114  
D1643	SJ	JN	20:46	22:32	114  
G1955	SJ	NJ	10:40	16:13	494  
G1951	SJ	NJ	14:16	19:46	494  
G1861	SJ	NJ	14:29	19:38	494  
G53  	SJ	NJ	15:49	20:36	494  
G1955	SJ	SH	10:40	17:44	623  
G1951	SJ	SH	14:16	21:17	623  
G53  	SJ	SH	15:49	22:05	623  
G1951	SJ	SZ	14:16	20:52	590  
G53  	SJ	SZ	15:49	21:39	590  
G1298	SJ	TJ	07:10	09:05	122  
G1286	SJ	TJ	08:45	10:21	122  
G1240	SJ	TJ	08:52	10:35	122  
G6284	SJ	TJ	09:03	10:54	122  
G2602	SJ	TJ	09:08	11:05	122  
G2606	SJ	TJ	10:02	11:51	122  
G1264	SJ	TJ	10:22	12:19	122  
G6272	SJ	TJ	10:52	12:56	122  
D6736	SJ	TJ	11:40	15:06	122  
G2626	SJ	TJ	11:49	13:39	122  
G6292	SJ	TJ	13:51	15:46	122  
G4366	SJ	TJ	14:07	16:21	122  
G294 	SJ	TJ	14:54	16:56	122  
G1294	SJ	TJ	15:40	17:23	122  
G296 	SJ	TJ	15:45	17:39	122  
G1282	SJ	TJ	17:19	19:04	122  
G366 	SJ	TJ	18:31	20:32	122  
G71  	SJ	WH	08:59	13:05	414  
G403 	SJ	WH	09:09	12:17	414  
G531 	SJ	WH	09:15	13:31	414  
G363 	SJ	WH	09:39	14:11	414  
G309 	SJ	WH	09:56	13:49	414  
G83  	SJ	WH	10:05	13:16	414  
G81  	SJ	WH	10:10	13:21	414  
G405 	SJ	WH	11:26	15:14	414  
G65  	SJ	WH	11:59	15:52	414  
G487 	SJ	WH	12:06	15:25	414  
G557 	SJ	WH	12:28	17:46	414  
G2055	SJ	WH	12:38	16:38	414  
G293 	SJ	WH	13:04	17:02	414  
G401 	SJ	WH	13:09	17:09	414  
G89  	SJ	XA	08:02	11:24	408  
G651 	SJ	XA	08:21	12:47	408  
G653 	SJ	XA	09:20	13:48	408  
G671 	SJ	XA	09:46	14:16	408  
G1709	SJ	XA	10:22	14:14	408  
G571 	SJ	XA	10:45	15:03	408  
G307 	SJ	XA	10:55	15:35	408  
G1701	SJ	XA	11:00	15:19	408  
G655 	SJ	XA	11:15	15:38	408  
G1839	SJ	XA	11:20	15:43	408  
G659 	SJ	XA	13:28	17:35	408  
G2087	SJ	XA	13:33	18:00	408  
G2095	SJ	XA	15:19	19:19	408  
G661 	SJ	XA	15:37	19:54	408  
G673 	SJ	XA	15:56	20:26	408  
G1293	SJ	XA	16:58	21:12	408  
G663 	SJ	XA	17:08	21:18	408  
G1955	SJ	XZ	10:40	14:47	190  
G1951	SJ	XZ	14:16	18:31	190  
G1861	SJ	XZ	14:29	18:12	190  
G53  	SJ	XZ	15:49	18:57	190  
G485 	SJ	CS	08:32	14:05	550  
G529 	SJ	CS	08:46	14:47	550  
G71  	SJ	CS	08:59	14:26	550  
G403 	SJ	CS	09:09	13:38	550  
G531 	SJ	CS	09:15	15:01	550  
G83  	SJ	CS	10:05	14:38	550  
G81  	SJ	CS	10:10	14:43	550  
G421 	SJ	CS	10:35	16:09	550  
G79  	SJ	CS	11:09	15:38	550  
G405 	SJ	CS	11:26	16:36	550  
G293 	SJ	CS	13:04	18:50	550  
G401 	SJ	CS	13:09	18:46	550  
G67  	SJ	CS	13:41	19:29	550  
G533 	SJ	CS	14:11	18:41	550  
G295 	SJ	CS	14:24	20:34	550  
G4365	SJ	CS	15:50	22:02	550  
G503 	SJ	CS	16:06	21:14	550  
G423 	SJ	ZZ	07:53	09:54	190  
G89  	SJ	ZZ	08:02	09:29	190  
G507 	SJ	ZZ	08:16	10:07	190  
G651 	SJ	ZZ	08:21	10:19	190  
G485 	SJ	ZZ	08:32	10:22	190  
G2811	SJ	ZZ	08:38	10:31	190  
G71  	SJ	ZZ	08:59	11:03	190  
G403 	SJ	ZZ	09:09	10:30	190  
G531 	SJ	ZZ	09:15	11:11	190  
G653 	SJ	ZZ	09:20	11:18	190  
G83  	SJ	ZZ	10:05	11:26	190  
G81  	SJ	ZZ	10:10	11:31	190  
G421 	SJ	ZZ	10:35	12:18	190  
G1955	SJ	ZZ	10:40	12:27	190  
G571 	SJ	ZZ	10:45	12:48	190  
G307 	SJ	ZZ	10:55	13:01	190  
G1701	SJ	ZZ	11:00	13:09	190  
G1709	SJ	CQ	10:22	19:39	685  
G571 	SJ	CQ	10:45	20:48	685  
